Gaz ID,Feature Name,Class,County,State,Map,Elevation,Latitude,Longitude,Bgn Decision Date,Entry Date,Census Code,Census Classification Code,GSA Code,OPM Code,County FIPS Code,State FIPS Code
791149,Sphinx,Populated Place,Park County,Montana,Miner,1567,45.1710451,-110.8779956,None,4/4/1980,69835,U6,null,null,30067,30
791150,Sphinx Creek,Stream,Park County,Montana,Dome Mountain,1537,45.1716008,-110.8746622,None,4/4/1980,null,null,null,null,30067,30
807002,Sphinx Mountain,Summit,Park County,Montana,Dome Mountain,2175,45.1556042,-110.8650131,None,6/1/1995,null,null,null,null,30067,30
791151,Sphinx Mountain,Summit,Madison County,Montana,Sphinx Mountain,3301,45.1577035,-111.4794761,1/1/1896,4/4/1980,null,null,null,null,30057,30
801505,Sphinx Peak,Summit,Lewis and Clark County,Montana,Amphitheatre Mountain,2595,47.6369226,-113.144599,None,4/4/1980,null,null,null,null,30049,30
